Date,Bullish,Neutral,Bearish
10-30-14,0.49,0.30,0.21
11-6-14,0.53,0.32,0.15
11-13-14,0.58,0.23,0.19
11-20-14,0.49,0.27,0.24
11-27-14,0.52,0.27,0.21
12-4-14,0.43,0.31,0.26
12-11-14,0.45,0.33,0.22
12-18-14,0.39,0.34,0.27
12-25-14,0.51,0.30,0.19
1-1-15,0.52,0.29,0.19
1-8-15,0.41,0.31,0.28
1-15-15,0.46,0.32,0.21
1-22-15,0.37,0.32,0.31
1-29-15,0.44,0.33,0.22
2-5-15,0.35,0.32,0.32
2-12-15,0.40,0.40,0.20
2-19-15,0.47,0.35,0.18
2-26-15,0.45,0.34,0.20
3-5-15,0.40,0.37,0.23
3-12-15,0.32,0.43,0.25
3-19-15,0.27,0.41,0.31
3-26-15,0.38,0.37,0.24
4-2-15,0.35,0.33,0.32
4-9-15,0.29,0.47,0.24
4-16-15,0.32,0.45,0.23
4-23-15,0.31,0.45,0.23
4-30-15,0.31,0.47,0.22
5-7-15,0.27,0.46,0.27
5-14-15,0.27,0.47,0.26
5-21-15,0.25,0.50,0.25
5-28-15,0.27,0.48,0.25
6-4-15,0.27,0.48,0.25
6-11-15,0.20,0.47,0.33
6-18-15,0.25,0.40,0.34
6-25-15,0.36,0.43,0.22
7-2-15,0.23,0.42,0.35
7-9-15,0.28,0.43,0.29
7-16-15,0.31,0.46,0.23
7-23-15,0.33,0.42,0.26
7-30-15,0.21,0.38,0.41
8-6-15,0.24,0.44,0.32
8-13-15,0.30,0.33,0.36
8-20-15,0.27,0.40,0.33
8-27-15,0.33,0.29,0.38
9-3-15,0.32,0.36,0.32
9-10-15,0.35,0.30,0.35
9-17-15,0.33,0.38,0.29
9-24-15,0.32,0.39,0.29
10-1-15,0.28,0.32,0.40
10-8-15,0.38,0.34,0.28
10-15-15,0.34,0.39,0.27
10-22-15,0.35,0.41,0.24
10-29-15,0.40,0.39,0.21
11-5-15,0.39,0.42,0.19
11-12-15,0.34,0.43,0.23
11-19-15,0.31,0.39,0.31
11-26-15,0.32,0.42,0.26
12-3-15,0.29,0.49,0.21
12-10-15,0.29,0.42,0.30
12-17-15,0.24,0.37,0.39
12-24-15,0.26,0.42,0.31
12-31-15,0.25,0.51,0.24
1-7-16,0.22,0.40,0.38
1-14-16,0.18,0.37,0.46
1-21-16,0.22,0.30,0.49
1-28-16,0.30,0.30,0.40
2-4-16,0.28,0.38,0.35
2-11-16,0.19,0.32,0.49
2-18-16,0.28,0.35,0.38
2-25-16,0.31,0.37,0.31
3-3-16,0.32,0.39,0.29
3-10-16,0.37,0.38,0.24
3-17-16,0.30,0.43,0.27
3-24-16,0.34,0.43,0.24
3-31-16,0.27,0.47,0.26
4-7-16,0.32,0.46,0.21
4-14-16,0.28,0.47,0.25
4-21-16,0.33,0.43,0.24
4-28-16,0.27,0.44,0.29
5-5-16,0.22,0.47,0.30
5-12-16,0.20,0.48,0.31
5-19-16,0.19,0.47,0.34
5-26-16,0.18,0.53,0.29
6-2-16,0.30,0.41,0.29
6-9-16,0.28,0.44,0.28
6-16-16,0.25,0.37,0.38
6-23-16,0.22,0.43,0.35
6-30-16,0.29,0.38,0.33
7-7-16,0.31,0.42,0.27
7-14-16,0.37,0.39,0.24
7-21-16,0.35,0.38,0.27
7-28-16,0.31,0.40,0.28
8-4-16,0.30,0.43,0.27
8-11-16,0.31,0.42,0.27
8-18-16,0.36,0.38,0.26
8-25-16,0.29,0.41,0.30
9-1-16,0.29,0.40,0.32
9-8-16,0.30,0.42,0.28
9-15-16,0.28,0.36,0.36
9-22-16,0.25,0.37,0.38
9-29-16,0.24,0.39,0.37
10-6-16,0.29,0.43,0.28
10-13-16,0.25,0.41,0.34
10-20-16,0.24,0.38,0.38
10-27-16,0.25,0.41,0.34
11-3-16,0.24,0.42,0.34
11-10-16,0.39,0.32,0.29
11-17-16,0.47,0.27,0.27
11-24-16,0.50,0.28,0.22
12-1-16,0.44,0.31,0.25
12-8-16,0.43,0.30,0.26
12-15-16,0.45,0.23,0.32
12-22-16,0.45,0.26,0.29
12-29-16,0.46,0.29,0.26
1-5-17,0.46,0.29,0.25
1-12-17,0.44,0.29,0.27
1-19-17,0.37,0.30,0.33
1-26-17,0.32,0.35,0.33
2-2-17,0.33,0.33,0.34
2-9-17,0.36,0.37,0.28
2-16-17,0.33,0.35,0.32
2-23-17,0.38,0.29,0.32
3-2-17,0.38,0.26,0.36
3-9-17,0.30,0.24,0.47
3-16-17,0.31,0.30,0.39
3-23-17,0.35,0.34,0.31
3-30-17,0.30,0.32,0.37
4-6-17,0.28,0.32,0.40
4-13-17,0.29,0.34,0.37
4-20-17,0.26,0.36,0.39
4-27-17,0.38,0.30,0.32
5-4-17,0.38,0.32,0.30
5-11-17,0.33,0.37,0.30
5-18-17,0.24,0.42,0.34
5-25-17,0.33,0.37,0.30
6-1-17,0.27,0.42,0.32
6-8-17,0.35,0.35,0.30
6-15-17,0.32,0.38,0.29
6-22-17,0.33,0.38,0.29
6-29-17,0.30,0.43,0.27
7-6-17,0.30,0.41,0.30
7-13-17,0.28,0.42,0.30
7-20-17,0.35,0.39,0.26
7-27-17,0.34,0.41,0.24
8-3-17,0.36,0.32,0.32
8-10-17,0.34,0.34,0.32
8-17-17,0.34,0.33,0.33
8-24-17,0.28,0.34,0.38
8-31-17,0.25,0.35,0.40
9-7-17,0.29,0.35,0.36
9-14-17,0.41,0.37,0.22
9-21-17,0.40,0.33,0.27
9-28-17,0.33,0.38,0.29
10-5-17,0.36,0.32,0.33
10-12-17,0.40,0.33,0.27
10-19-17,0.38,0.34,0.28
10-26-17,0.40,0.27,0.33
11-2-17,0.45,0.26,0.29
11-9-17,0.45,0.32,0.23
11-16-17,0.29,0.35,0.35
11-23-17,0.35,0.35,0.29
11-30-17,0.36,0.32,0.32
12-7-17,0.37,0.29,0.34
12-14-17,0.45,0.27,0.28
12-21-17,0.50,0.24,0.26
12-28-17,0.53,0.27,0.21
1-4-18,0.60,0.25,0.16
1-11-18,0.49,0.26,0.25
1-18-18,0.54,0.24,0.21
1-25-18,0.45,0.31,0.24
2-1-18,0.45,0.26,0.29
2-8-18,0.37,0.28,0.35
2-15-18,0.49,0.30,0.21
2-22-18,0.45,0.33,0.23
3-1-18,0.37,0.39,0.23
3-8-18,0.26,0.45,0.28
3-15-18,0.37,0.42,0.21
3-22-18,0.33,0.38,0.28
3-29-18,0.32,0.33,0.35
4-5-18,0.32,0.31,0.37
4-12-18,0.26,0.31,0.43
4-19-18,0.38,0.33,0.29
4-26-18,0.37,0.38,0.26
5-3-18,0.28,0.41,0.30
5-10-18,0.34,0.41,0.26
5-17-18,0.37,0.43,0.21
5-24-18,0.39,0.36,0.25
5-31-18,0.35,0.39,0.26
6-7-18,0.39,0.34,0.27
6-14-18,0.45,0.34,0.22
6-21-18,0.39,0.35,0.26
6-28-18,0.28,0.31,0.41
7-5-18,0.28,0.33,0.39
7-12-18,0.43,0.28,0.29
7-19-18,0.35,0.40,0.25
7-26-18,0.32,0.42,0.27
8-2-18,0.29,0.39,0.32
8-9-18,0.36,0.33,0.31
8-16-18,0.36,0.35,0.29
8-23-18,0.38,0.34,0.27
8-30-18,0.43,0.32,0.24
9-6-18,0.42,0.31,0.26
9-13-18,0.32,0.35,0.33
9-20-18,0.32,0.36,0.32
9-27-18,0.36,0.33,0.31
10-4-18,0.46,0.29,0.25
10-11-18,0.31,0.34,0.35
10-18-18,0.34,0.31,0.35
10-25-18,0.28,0.31,0.41
11-1-18,0.38,0.28,0.34
11-8-18,0.41,0.28,0.31
11-15-18,0.35,0.29,0.36
11-22-18,0.25,0.28,0.47
11-29-18,0.34,0.27,0.39
12-6-18,0.38,0.32,0.30
12-13-18,0.21,0.30,0.49
12-20-18,0.25,0.28,0.47
12-27-18,0.32,0.18,0.50
1-3-19,0.33,0.24,0.43
1-10-19,0.38,0.32,0.29
1-17-19,0.34,0.30,0.36
1-24-19,0.38,0.30,0.32
1-31-19,0.32,0.36,0.32
2-7-19,0.40,0.37,0.23
2-14-19,0.35,0.40,0.25
2-21-19,0.39,0.35,0.25
2-28-19,0.42,0.38,0.20
3-7-19,0.37,0.36,0.27
3-14-19,0.32,0.37,0.31
3-21-19,0.37,0.39,0.23
3-28-19,0.33,0.40,0.27
4-4-19,0.35,0.37,0.28
4-11-19,0.40,0.39,0.20
4-18-19,0.38,0.41,0.22
4-25-19,0.34,0.46,0.20
5-2-19,0.39,0.40,0.21
5-9-19,0.43,0.34,0.23
5-16-19,0.30,0.31,0.39
5-23-19,0.25,0.39,0.36
5-30-19,0.25,0.35,0.40
6-6-19,0.23,0.35,0.43
6-13-19,0.27,0.39,0.34
6-20-19,0.30,0.38,0.32
6-27-19,0.30,0.38,0.32
7-3-19,0.33,0.34,0.32
7-11-19,0.34,0.39,0.28
7-18-19,0.36,0.35,0.29
7-25-19,0.32,0.36,0.32
8-1-19,0.38,0.38,0.24
8-8-19,0.22,0.30,0.48
8-15-19,0.23,0.32,0.45
8-22-19,0.27,0.34,0.40
8-29-19,0.26,0.32,0.42
9-5-19,0.29,0.32,0.40
9-12-19,0.33,0.36,0.31
9-19-19,0.35,0.37,0.28
9-26-19,0.29,0.37,0.33
10-3-19,0.21,0.39,0.39
10-10-19,0.20,0.36,0.44
10-17-19,0.34,0.35,0.31
10-24-19,0.36,0.36,0.28
10-31-19,0.34,0.38,0.28
11-7-19,0.40,0.36,0.24
11-14-19,0.41,0.34,0.25
11-21-19,0.34,0.37,0.29
11-29-19,0.34,0.36,0.30
12-5-19,0.32,0.39,0.29
12-12-19,0.38,0.36,0.26
12-19-19,0.44,0.35,0.20
12-26-19,0.42,0.37,0.22
1-2-20,0.37,0.41,0.22
1-9-20,0.33,0.37,0.30
1-16-20,0.42,0.31,0.28
1-23-20,0.46,0.30,0.25
1-30-20,0.32,0.31,0.37
2-6-20,0.34,0.31,0.35
2-13-20,0.41,0.32,0.26
2-20-20,0.41,0.31,0.29
2-27-20,0.30,0.30,0.39
3-5-20,0.39,0.22,0.40
3-12-20,0.30,0.19,0.51
3-19-20,0.34,0.15,0.51
3-26-20,0.33,0.15,0.52
4-2-20,0.34,0.16,0.50
4-9-20,0.37,0.19,0.45
4-16-20,0.35,0.22,0.43
4-23-20,0.25,0.25,0.50
4-30-20,0.31,0.25,0.44
5-7-20,0.24,0.24,0.53
5-14-20,0.23,0.26,0.51
5-21-20,0.29,0.26,0.45
5-28-20,0.33,0.25,0.42
6-4-20,0.35,0.27,0.39
6-11-20,0.34,0.28,0.38
6-18-20,0.24,0.28,0.48
6-25-20,0.24,0.27,0.49
7-2-20,0.22,0.32,0.46
7-9-20,0.27,0.30,0.43
7-16-20,0.31,0.24,0.45
7-23-20,0.26,0.27,0.47
7-30-20,0.20,0.31,0.48
8-6-20,0.23,0.29,0.48
8-13-20,0.30,0.28,0.42
8-20-20,0.30,0.27,0.42
8-27-20,0.32,0.28,0.40
9-3-20,0.31,0.27,0.42
9-10-20,0.24,0.28,0.48
9-17-20,0.32,0.28,0.40
9-24-20,0.25,0.29,0.46
10-1-20,0.26,0.31,0.43
10-8-20,0.35,0.26,0.39
10-15-20,0.35,0.29,0.36
10-22-20,0.36,0.31,0.33
10-29-20,0.35,0.29,0.35
11-5-20,0.38,0.31,0.31
11-12-20,0.56,0.19,0.25
11-19-20,0.44,0.29,0.26
11-27-20,0.47,0.25,0.27
12-3-20,0.49,0.28,0.23
12-10-20,0.48,0.25,0.27
12-17-20,0.43,0.30,0.26
12-24-20,0.44,0.34,0.22
12-31-20,0.46,0.27,0.27
1-7-21,0.45,0.23,0.32
1-21-21,0.43,0.23,0.34
1-28-21,0.38,0.24,0.38
2-4-21,0.37,0.27,0.36
2-11-21,0.45,0.28,0.26
2-18-21,0.47,0.28,0.25
2-25-21,0.46,0.30,0.24
3-4-21,0.40,0.34,0.25
3-11-21,0.49,0.27,0.24
3-18-21,0.49,0.27,0.24
3-25-21,0.51,0.28,0.21
4-1-21,0.46,0.31,0.23
4-8-21,0.57,0.23,0.20
4-15-21,0.54,0.22,0.25
4-22-21,0.53,0.27,0.21
4-29-21,0.43,0.32,0.26
5-6-21,0.44,0.33,0.23
5-13-21,0.37,0.37,0.27
5-20-21,0.37,0.37,0.26
5-27-21,0.36,0.37,0.26
6-3-21,0.44,0.36,0.20
6-10-21,0.40,0.39,0.21
6-17-21,0.41,0.33,0.26
6-24-21,0.40,0.36,0.23
7-1-21,0.49,0.29,0.22
7-8-21,0.40,0.35,0.25
7-15-21,0.36,0.37,0.27
7-22-21,0.31,0.39,0.31
7-29-21,0.36,0.40,0.24
8-5-21,0.36,0.32,0.32
8-12-21,0.37,0.32,0.32
8-19-21,0.33,0.32,0.35
8-26-21,0.40,0.27,0.33
9-2-21,0.43,0.23,0.33
9-9-21,0.39,0.34,0.27
9-16-21,0.22,0.38,0.39
9-23-21,0.30,0.31,0.39
9-30-21,0.28,0.31,0.41
10-7-21,0.25,0.38,0.37
10-14-21,0.38,0.30,0.32
10-21-21,0.47,0.25,0.28
10-27-21,0.40,0.31,0.29
11-4-21,0.42,0.33,0.26
11-11-21,0.48,0.28,0.24
11-18-21,0.39,0.34,0.27
11-24-21,0.34,0.30,0.36
12-2-21,0.27,0.31,0.42
12-9-21,0.30,0.40,0.31
12-16-21,0.25,0.35,0.39
12-23-21,0.30,0.37,0.34
12-30-21,0.38,0.32,0.31
1-6-22,0.33,0.34,0.33
1-13-22,0.25,0.37,0.38
1-20-22,0.21,0.32,0.47
1-27-22,0.23,0.24,0.53
2-3-22,0.26,0.30,0.44
2-10-22,0.24,0.40,0.35
2-17-22,0.19,0.38,0.43
2-24-22,0.23,0.23,0.54
3-3-22,0.30,0.28,0.41
3-10-22,0.24,0.30,0.46
3-17-22,0.22,0.28,0.50
3-24-22,0.33,0.32,0.35
3-31-22,0.32,0.41,0.28
4-7-22,0.25,0.34,0.41
4-14-22,0.16,0.36,0.48
4-21-22,0.19,0.37,0.44
4-28-22,0.16,0.24,0.59
5-5-22,0.27,0.20,0.53
5-12-22,0.24,0.27,0.49
5-19-22,0.26,0.24,0.50
5-26-22,0.20,0.27,0.53
6-2-22,0.32,0.31,0.37
6-9-22,0.21,0.32,0.47
6-16-22,0.19,0.22,0.58
6-23-22,0.18,0.22,0.59
6-30-22,0.23,0.31,0.47
7-7-22,0.19,0.28,0.53
7-14-22,0.27,0.27,0.47
7-21-22,0.30,0.28,0.42
7-28-22,0.28,0.32,0.40
8-4-22,0.31,0.31,0.39
8-11-22,0.32,0.31,0.37
8-18-22,0.33,0.30,0.37
8-25-22,0.28,0.30,0.42
9-1-22,0.22,0.28,0.50
9-8-22,0.18,0.29,0.53
9-15-22,0.26,0.28,0.46
9-22-22,0.18,0.21,0.61
9-29-22,0.20,0.19,0.61
10-6-22,0.24,0.21,0.55
10-13-22,0.20,0.24,0.56
10-20-22,0.23,0.21,0.56
10-27-22,0.27,0.28,0.46
11-3-22,0.31,0.37,0.33
11-10-22,0.25,0.28,0.47
11-17-22,0.33,0.26,0.40
11-24-22,0.29,0.31,0.40
12-1-22,0.24,0.35,0.40
12-8-22,0.25,0.33,0.42
12-15-22,0.24,0.31,0.45
12-22-22,0.20,0.27,0.52
12-29-22,0.26,0.26,0.48
1-5-23,0.21,0.38,0.42
1-12-23,0.24,0.36,0.40
1-19-23,0.31,0.36,0.33
1-26-23,0.28,0.35,0.37
2-2-23,0.30,0.36,0.35
2-9-23,0.38,0.38,0.25
2-16-23,0.34,0.37,0.29
2-23-23,0.22,0.40,0.39
3-2-23,0.23,0.32,0.45
3-9-23,0.25,0.33,0.42
3-16-23,0.19,0.32,0.48
3-23-23,0.21,0.30,0.49
3-30-23,0.23,0.32,0.46
4-6-23,0.33,0.32,0.35
4-13-23,0.26,0.39,0.34
4-20-23,0.27,0.38,0.35
4-27-23,0.24,0.37,0.39
5-4-23,0.24,0.31,0.45
5-11-23,0.29,0.29,0.41
5-18-23,0.23,0.37,0.40
5-25-23,0.27,0.33,0.40
6-1-23,0.29,0.34,0.37
6-8-23,0.45,0.31,0.24
6-15-23,0.45,0.32,0.23
6-22-23,0.43,0.29,0.28
6-29-23,0.42,0.31,0.27
7-6-23,0.46,0.29,0.24
7-13-23,0.41,0.33,0.26
7-20-23,0.51,0.27,0.21
7-27-23,0.45,0.31,0.24
8-3-23,0.49,0.30,0.21
8-10-23,0.45,0.30,0.26
8-17-23,0.36,0.34,0.30
8-24-23,0.32,0.32,0.36
8-31-23,0.33,0.32,0.35
9-7-23,0.42,0.28,0.30
9-14-23,0.34,0.36,0.29
9-21-23,0.31,0.34,0.35
9-28-23,0.28,0.31,0.41
10-5-23,0.30,0.28,0.42
10-12-23,0.40,0.24,0.36
10-19-23,0.34,0.31,0.35
10-26-23,0.29,0.28,0.43
11-2-23,0.24,0.25,0.50
11-9-23,0.43,0.30,0.27
11-16-23,0.44,0.28,0.28
11-23-23,0.45,0.31,0.24
11-30-23,0.49,0.32,0.20
12-7-23,0.47,0.25,0.27
12-14-23,0.51,0.29,0.19
12-21-23,0.53,0.26,0.21
12-28-23,0.46,0.29,0.25
1-4-24,0.49,0.28,0.23
1-11-24,0.49,0.27,0.24
1-18-24,0.40,0.33,0.27
1-25-24,0.39,0.35,0.26
2-1-24,0.49,0.26,0.25
2-8-24,0.49,0.28,0.23
2-15-24,0.42,0.31,0.27
2-22-24,0.44,0.30,0.26
2-29-24,0.46,0.32,0.21
3-7-24,0.52,0.26,0.22
3-14-24,0.46,0.32,0.22
3-21-24,0.43,0.30,0.27
3-28-24,0.50,0.28,0.22
4-4-24,0.47,0.30,0.22
4-11-24,0.43,0.33,0.24
4-18-24,0.38,0.28,0.34
4-25-24,0.32,0.34,0.34
5-2-24,0.38,0.29,0.32
5-9-24,0.41,0.35,0.24
5-16-24,0.41,0.36,0.23
5-23-24,0.47,0.27,0.26
5-30-24,0.39,0.34,0.27
6-6-24,0.39,0.29,0.32
6-13-24,0.45,0.30,0.26
6-20-24,0.44,0.33,0.23
6-27-24,0.44,0.27,0.28
,,,
,,,
,,,
,,,
,,,
Observations over life of survey,,,
,,,
Avg,0.38,0.31,0.31
STD,0.10,0.08,0.10
Avg + Std,0.48,0.40,0.41
Avg - Std,0.28,0.23,0.21
Count,"1,925.00","1,925.00","1,925.00"
Max,0.75,0.62,0.70
Min,0.12,0.08,0.06
,,,
Max '87,0.66,0.52,0.42
Max '88,0.45,0.62,0.39
Max '89,0.53,0.52,0.48
Max '90,0.52,0.56,0.67
Max '91,0.58,0.51,0.51
Max '92,0.63,0.47,0.56
Max '93,0.60,0.49,0.45
Max '94,0.49,0.52,0.48
Max '95,0.53,0.43,0.38
Max '96,0.61,0.46,0.39
Max '97,0.63,0.46,0.37
Max '98,0.53,0.49,0.45
Max '99,0.62,0.46,0.32
Max '00,0.75,0.48,0.51
Max '01,0.69,0.48,0.47
Max '02,0.56,0.41,0.55
Max '03,0.71,0.51,0.58
Max '04,0.70,0.40,0.43
Max '05,0.59,0.42,0.51
Max '06,0.59,0.36,0.58
Max '07,0.58,0.32,0.56
Max '08,0.53,0.27,0.61
Max '09,0.51,0.31,0.70
Max '10,0.63,0.38,0.57
Max '11,0.56,0.38,0.50
Max '12,0.52,0.36,0.49
Max '13,0.55,0.39,0.54
Max '14,0.58,0.44,0.38
Max '15,0.52,0.51,0.41
Max '16,0.50,0.53,0.49
Max '17,0.53,0.43,0.47
Max '18,0.60,0.45,0.50
Max '19,0.44,0.46,0.48
Max '20,0.56,0.41,0.53
Max '21,0.57,0.40,0.42
Max '22,0.33,0.41,0.61
,,,
Min '87,0.23,0.15,0.06
Min '88,0.13,0.34,0.10
Min '89,0.13,0.21,0.17
Min '90,0.12,0.16,0.17
Min '91,0.22,0.12,0.16
Min '92,0.14,0.20,0.10
Min '93,0.18,0.27,0.13
Min '94,0.22,0.22,0.17
Min '95,0.34,0.18,0.16
Min '96,0.26,0.18,0.10
Min '97,0.26,0.22,0.14
Min '98,0.23,0.30,0.13
Min '99,0.30,0.23,0.11
Min '00,0.27,0.08,0.07
Min '01,0.25,0.11,0.14
Min '02,0.25,0.16,0.11
Min '03,0.21,0.08,0.09
Min '04,0.31,0.13,0.10
Min '05,0.16,0.13,0.14
Min '06,0.24,0.12,0.19
Min '07,0.26,0.12,0.22
Min '08,0.20,0.08,0.25
Min '09,0.19,0.11,0.23
Min '10,0.21,0.14,0.16
Min '11,0.24,0.19,0.18
Min '12,0.22,0.22,0.17
Min '13,0.19,0.23,0.18
Min '14,0.27,0.23,0.15
Min '15,0.20,0.29,0.18
Min '16,0.18,0.23,0.21
Min '17,0.24,0.24,0.21
Min '18,0.21,0.18,0.16
Min '19,0.20,0.24,0.20
Min '20,0.20,0.15,0.22
Min '21,0.22,0.22,0.20
Min '22,0.16,0.19,0.28
Min '23,0.19,0.24,0.19
,,,
Avg. '87,0.41,0.34,0.26
Avg. '88,0.27,0.48,0.25
Avg. '89,0.33,0.37,0.30
Avg. '90,0.27,0.32,0.40
Avg. '91,0.38,0.33,0.29
Avg. '92,0.37,0.35,0.28
Avg. '93,0.33,0.36,0.31
Avg '94,0.35,0.35,0.31
Avg '95,0.39,0.33,0.29
Avg '96,0.40,0.34,0.26
Avg '97,0.42,0.36,0.22
Avg '98,0.37,0.38,0.25
Avg '99,0.42,0.35,0.23
Avg '00,0.49,0.26,0.24
Avg '01,0.43,0.29,0.28
Avg '02,0.39,0.26,0.28
Avg '03,0.48,0.24,0.27
Avg '04,0.49,0.26,0.25
Avg '05,0.40,0.29,0.30
Avg '06,0.41,0.22,0.37
Avg '07,0.41,0.21,0.38
Avg '08,0.34,0.21,0.45
Avg '09,0.37,0.21,0.42
Avg '10,0.41,0.27,0.33
Avg '11,0.37,0.28,0.34
Avg '12,0.37,0.30,0.33
Avg '13,0.40,0.31,0.30
Avg '14,0.39,0.35,0.26
Avg '15,0.33,0.40,0.28
Avg '16,0.30,0.39,0.31
Avg '17,0.35,0.34,0.31
Avg '18,0.36,0.33,0.31
Avg '19,0.33,0.36,0.31
Avg '20,0.34,0.27,0.39
Avg '21,0.40,0.31,0.29
Avg '22,0.25,0.29,0.46
Avg '23,0.35,0.32,0.33
,,,
Std Dev '87,0.12,0.11,0.09
Std Dev '88,0.08,0.06,0.07
Std Dev '89,0.08,0.08,0.07
Std Dev '90,0.09,0.08,0.12
Std Dev '91,0.09,0.07,0.08
Std Dev '92,0.11,0.07,0.09
Std Dev '93,0.09,0.05,0.07
Std Dev '94,0.07,0.06,0.06
Std Dev '95,0.05,0.06,0.06
Std Dev '96,0.09,0.07,0.06
Std Dev '97,0.08,0.06,0.05
Std Dev '98,0.08,0.05,0.07
Std Dev '99,0.09,0.06,0.05
Std Dev '00,0.12,0.09,0.10
Std Dev '01,0.12,0.09,0.08
Std Dev '02,0.09,0.07,0.11
Std Dev '03,0.13,0.07,0.11
Std Dev '04,0.10,0.06,0.08
Std Dev '05,0.10,0.06,0.09
Std Dev '06,0.08,0.05,0.08
Std Dev '07,0.07,0.04,0.08
Std Dev '08,0.08,0.04,0.09
Std Dev '09,0.08,0.04,0.08
Std Dev '10,0.09,0.05,0.08
Std Dev '11,0.07,0.04,0.07
Std Dev '12,0.07,0.04,0.08
Std Dev '13,0.07,0.04,0.07
Std Dev '14,0.07,0.05,0.05
Std Dev '15,0.07,0.06,0.06
Std Dev '16,0.08,0.06,0.06
Std Dev '17,0.06,0.05,0.05
Std Dev '18,0.08,0.05,0.08
Std Dev '19,0.06,0.03,0.07
Std Dev '20,0.08,0.05,0.09
Std Dev '21,0.08,0.05,0.06
Std Dev '22,0.05,0.05,0.08
Std Dev '23,0.10,0.04,0.08
,,,
Count '87,24.00,24.00,24.00
Count '88,52.00,52.00,52.00
Count '89,52.00,52.00,52.00
Count '90,52.00,52.00,52.00
Count '91,52.00,52.00,52.00
Count '92,52.00,52.00,52.00
Count '93,53.00,53.00,53.00
Count '94,52.00,52.00,52.00
Count '95,52.00,52.00,52.00
Count '96,51.00,51.00,51.00
Count '97,53.00,53.00,53.00
Count '98,52.00,52.00,52.00
Count '99,52.00,52.00,52.00
Count '00,51.00,51.00,51.00
Count '01,52.00,52.00,52.00
Count '02,52.00,52.00,52.00
Count '03,52.00,52.00,52.00
Count '04,53.00,53.00,53.00
Count '05,52.00,52.00,52.00
Count '06,52.00,52.00,52.00
Count '07,52.00,52.00,52.00
Count '08,52.00,52.00,52.00
Count '09,53.00,53.00,53.00
Count '10,52.00,52.00,52.00
Count '11,52.00,52.00,52.00
Count '12,52.00,52.00,52.00
Count '13,52.00,52.00,52.00
Count '14,52.00,52.00,52.00
Count '15,53.00,53.00,53.00
Count '16,52.00,52.00,52.00
Count '17,52.00,52.00,52.00
Count '18,52.00,52.00,52.00
Count '19,52.00,52.00,52.00
Count '20,53.00,53.00,53.00
Count '21,51.00,51.00,51.00
Count '22,52.00,52.00,52.00
Count '23,52.00,52.00,52.00